"prop_id","prop_country_id","prop_starrating","prop_review_score","prop_brand_bool","count_clicks","avg_bookings_usd","stdev_bookings_usd","count_bookings"
"'103682'","'219'",3,"4.0",0,28,663.186428571429,337.451013664145,14
"'74999'","'55'",3,"2.5",0,0,0,0,0
"'49855'","'219'",4,"4.5",1,63,397.257428571429,276.312665335515,35
"'115954'","'219'",3,"3.0",0,120,276.422432432432,186.405520701876,74
"'125004'","'219'",2,"3.5",1,13,99.3975,70.0634808138306,8
"'84675'","'219'",3,"4.5",1,9,126.744285714286,64.067960759793,7
"'134729'","'219'",3,"4.5",1,5,240.6325,76.2526574536914,4
"'26007'","'219'",2,"3.5",1,21,480.6025,271.901830388745,12
"'48437'","'219'",3,"4.5",1,12,268.604444444444,194.79490793659,9
"'96304'","'219'",2,"3.5",1,7,132.4525,47.0662556270414,4
"'46043'","'99'",3,"4.0",1,9,451.306666666667,205.658575286539,6
"'65373'","'219'",2,"3.0",1,23,92.6094444444444,47.3179771419116,18
"'125599'","'219'",3,"0.0",0,8,49.76,0,1
"'16263'","'219'",4,"4.5",1,29,404.12625,291.315855770738,16
"'128945'","'219'",2,"3.0",1,3,240.78,21.98,2
"'2059'","'219'",3,"4.5",1,21,707.994444444445,448.999806374893,18
"'65584'","'219'",3,"4.0",1,2,0,0,0
"'50553'","'219'",4,"4.0",1,21,187.008125,129.442460924669,16
"'95394'","'100'",2,"4.0",0,1,0,0,0
"'68530'","'219'",3,"4.0",1,15,702.916,779.757650147788,10
"'120855'","'219'",3,"4.5",1,12,313.52,115.798972901317,8
"'110738'","'219'",3,"3.5",0,49,512.596,296.816609840712,15
"'76034'","'219'",4,"4.0",0,14,529.024285714286,337.109650658872,7
"'53746'","'219'",2,"3.5",0,36,304.184705882353,209.616328818312,17
"'43927'","'219'",3,"4.0",1,2,118.41,39.47,2
"'39827'","'219'",4,"4.0",0,9,206.388,133.132234173396,5
"'77360'","'219'",4,"4.0",1,50,616.73,395.077648429886,18
"'85562'","'219'",4,"4.5",1,15,275.546,240.363019959394,10
"'13155'","'219'",3,"3.5",1,41,469.205652173913,478.575688991971,23
"'38419'","'219'",5,"4.0",1,228,474.62664,338.281631312004,125
"'138777'","'100'",4,"4.5",1,6,262.5125,155.43106613142,4
"'68689'","'219'",3,"3.5",1,51,650.598214285714,609.14085472347,28
"'134586'","'219'",3,"4.0",1,8,62.035,37.375,2
"'100585'","'219'",3,"4.0",1,25,120.746,44.4845346609358,20
"'82343'","'219'",3,"2.5",0,6,78.3175,43.1597673620932,4
"'14943'","'219'",4,"4.5",1,34,717.009,278.818072278322,10
"'8903'","'219'",4,"4.5",1,89,475.768518518519,424.951842397541,54
"'111449'","'219'",2,"4.0",1,9,237.25,130.869221999165,6
"'46204'","'219'",4,"4.5",0,17,396.523846153846,163.262254648462,13
"'71667'","'219'",3,"5.0",1,1,0,0,0
"'70083'","'181'",4,"5.0",1,5,866.2675,620.24644099644,4
"'54922'","'219'",3,"4.0",1,2,278.81,26.9499999999998,2
"'47622'","'219'",2,"3.5",1,0,0,0,0
"'32917'","'219'",4,"4.5",1,25,130.43,52.1140245797111,19
"'100073'","'219'",3,"4.5",1,3,117.72,0,1
"'54739'","'100'",3,"3.5",0,129,284.398117647059,164.739732872932,85
"'37598'","'219'",3,"4.0",1,14,184.628181818182,99.9987539757082,11
"'121167'","'55'",3,"4.0",1,19,150.413333333333,126.691825001545,6
"'22529'","'219'",4,"4.0",1,27,141.666842105263,68.6420957271642,19
"'6718'","'100'",3,"4.5",0,20,346.406923076923,226.569226791712,13
"'39042'","'129'",5,"4.0",0,28,654.712608695652,550.890243035267,23
"'48928'","'219'",4,"4.5",1,4,488.58,0,1
"'124924'","'219'",4,"4.5",1,49,557.012,465.001973053879,25
"'101337'","'219'",3,"4.0",1,2,152.25,54.57,2
"'115039'","'219'",2,"2.5",0,2,128.88,0,1
"'135164'","'181'",4,"3.5",1,7,1052.94333333333,895.970731900447,3
"'131865'","'219'",4,"4.0",1,18,200.364166666667,133.515994388833,12
"'131016'","'219'",2,"4.0",1,8,414.17875,809.344682867527,8
"'106319'","'219'",2,"4.5",1,6,138.776,68.2127013392667,5
"'88096'","'219'",4,"4.0",1,100,219.319210526316,297.450873572176,76
"'14771'","'99'",3,"4.0",1,3,0,0,0
"'101128'","'219'",4,"4.5",1,5,456.2975,105.852744502682,4
"'84311'","'219'",2,"3.0",1,14,144.515,74.1656052358504,8
"'132416'","'219'",3,"3.0",0,27,202.027368421053,254.439894770788,19
"'1437'","'219'",3,"3.0",1,4,0,0,0
"'3323'","'219'",3,"4.5",1,22,434.077647058824,357.978508663651,17
"'83561'","'219'",3,"4.5",0,7,227.55,0,1
"'113431'","'219'",4,"4.0",0,20,374.758333333333,196.860855929314,12
"'65860'","'219'",3,"4.5",1,28,558.036428571429,458.002179745392,14
"'101103'","'99'",4,"4.0",1,20,435.495384615385,224.800688974286,13
"'56751'","'219'",2,"3.0",0,27,384.283333333333,306.371621872668,12
"'8468'","'219'",3,"4.0",1,10,179.14,157.607864369489,9
"'124497'","'219'",2,"2.5",0,6,52.34,1.92999999999992,2
"'18389'","'219'",4,"4.0",1,5,223.235,17.8417733143315,4
"'111106'","'219'",3,"2.5",1,9,186.942,86.3426972939809,5
"'11522'","'219'",4,"4.5",1,34,522.322083333333,464.958606060611,24
"'9301'","'219'",4,"4.0",1,4,140.4575,28.404276416589,4
"'24523'","'219'",3,"4.5",1,9,282.211111111111,291.905672033676,9
"'110836'","'100'",3,"4.0",0,16,187.730769230769,73.8570035699484,13
"'12283'","'219'",4,"3.5",0,25,500.9125,489.833539159393,12
"'68528'","'219'",4,"4.0",0,52,128.693571428571,97.9084943253363,42
"'24525'","'219'",3,"3.5",1,23,388.493846153846,316.687866142879,13
"'133977'","'32'",4,"4.0",1,10,948.68625,1501.24444819071,8
"'59632'","'219'",5,"4.5",1,8,1232.7,164.917915339723,4
"'59878'","'219'",3,"0.0",1,3,309.09,0,1
"'2671'","'100'",4,"4.5",0,13,523.5075,231.686783705394,8
"'107223'","'129'",4,"3.5",1,28,309.5,516.102389947964,20
"'47857'","'219'",4,"4.5",0,1,122.36,0,1
"'109189'","'219'",2,"4.0",1,2,256.71,11.2099999999991,2
"'26080'","'219'",2,"3.0",0,12,165.7,122.964541880983,10
"'81755'","'99'",3,"3.5",1,6,696.004,803.616929503106,5
"'10827'","'219'",0,"4.0",1,5,160.29,46.7594535896219,4
"'67489'","'219'",3,"3.0",0,22,387.266666666667,327.531362908789,3
"'74617'","'55'",4,"4.5",1,7,559.2725,173.07606526828,4
"'56913'","'100'",3,"4.0",1,5,328.36,0,1
"'458'","'59'",4,"4.0",1,25,263.404285714286,171.181885239103,21
"'123039'","'219'",3,"4.5",0,9,374.951666666667,275.675689861394,6
"'119207'","'219'",3,"3.5",0,14,331.67,197.111492090862,7
"'124088'","'31'",4,"4.0",0,6,720.593333333333,472.843921136304,3
"'23435'","'219'",4,"4.0",1,13,305.917272727273,245.429788852532,11
"'64544'","'219'",3,"3.0",0,10,324.731666666667,142.749760118499,6
"'112465'","'219'",3,"4.5",1,16,318.63,116.255580253165,10
"'127058'","'219'",4,"4.5",1,14,276.264444444444,120.040648866319,9
"'117835'","'100'",3,"4.5",1,6,418.872,145.568969550519,5
"'51979'","'219'",4,"4.5",1,90,347.491643835617,254.148630454074,73
"'136799'","'219'",3,"4.0",1,8,169.6875,94.9512973515897,4
"'114024'","'219'",3,"4.0",0,36,539.535,374.649152879826,14
"'64967'","'219'",3,"4.5",1,6,268.798,135.691248708235,5
"'119616'","'219'",5,"4.5",1,21,1169.035,752.282479973447,12
"'35676'","'219'",3,"4.5",1,26,823.205333333333,426.629384889925,15
"'39486'","'219'",3,"4.5",1,42,226.607352941177,162.195818113727,34
"'73471'","'81'",5,"4.0",1,25,376.243529411765,252.311749113046,17
"'124207'","'219'",3,"4.5",1,7,137.726666666667,56.3615148444002,6
"'67570'","'219'",3,"4.0",1,4,117.265,5.63500000000003,2
"'13959'","'31'",4,"3.5",0,7,678.907142857143,358.383157516975,7
"'117931'","'219'",3,"2.5",0,27,171.31,85.571928289078,9
"'12167'","'100'",2,"3.0",0,1,116.38,0,1
"'39417'","'219'",4,"4.5",0,24,383.560625,229.675324438346,16
"'68065'","'31'",4,"4.5",0,10,354.58,190.546926203795,7
"'98984'","'219'",2,"3.5",1,9,323.776666666667,127.940000738193,6
"'97574'","'219'",2,"2.5",1,23,504.01,320.858777631738,12
"'84407'","'98'",4,"4.0",0,8,489.4425,173.64360863202,4
"'121350'","'219'",4,"4.5",1,44,908.358076923077,803.049382139102,26
"'41552'","'219'",2,"3.0",1,2,276.12,0,1
"'58015'","'100'",4,"4.5",0,18,573.200833333333,240.634011639333,12
"'120560'","'215'",4,"4.0",1,24,418.76,436.810111518724,16
"'121665'","'219'",3,"4.0",1,53,508.952368421053,469.17546547912,38
"'87256'","'219'",3,"4.0",0,8,133.61,98.2778255762713,4
"'40230'","'100'",3,"4.5",0,10,534.036666666667,148.779518378334,6
"'91528'","'219'",2,"3.0",1,3,81.9433333333333,6.51009643212406,3
"'109393'","'55'",4,"4.0",1,7,514.882,331.635424609616,5
"'23097'","'100'",4,"4.0",1,52,324.972380952381,274.64321361506,42
"'43901'","'219'",4,"4.5",0,10,908.894,622.521292699294,5
"'77356'","'219'",4,"4.5",0,11,309.526,151.291323690422,5
"'118765'","'219'",4,"4.5",1,22,369.960666666667,210.316605318954,15
"'126505'","'219'",2,"3.0",1,8,110.588,47.5137750131475,5
"'83133'","'55'",4,"4.5",1,18,751.14,455.28581144156,14
"'124365'","'219'",2,"3.5",1,11,124.32,44.423836225612,8
"'48900'","'219'",2,"3.5",1,15,222.128,133.781849351846,10
"'58845'","'219'",4,"4.5",1,24,314.386428571429,186.139908579048,14
"'112890'","'219'",3,"3.5",0,5,580.12,51.2,2
"'70434'","'56'",5,"4.5",1,5,2095.79333333333,375.368780919363,3
"'120307'","'219'",3,"5.0",1,15,215.365714285714,136.386478472773,14
"'69670'","'219'",4,"4.5",1,33,438.268181818182,242.51014958397,22
"'14632'","'219'",0,"4.0",0,1,0,0,0
"'124166'","'219'",4,"4.0",0,75,486.220625,404.819597662579,48
"'133732'","'219'",3,"4.5",1,3,210.85,0,1
"'69285'","'219'",3,"4.5",1,11,198.675555555556,67.3937705843814,9
"'87027'","'219'",2,"3.0",1,14,149.9,104.183301253128,10
"'15224'","'100'",2,"4.0",0,1,0,0,0
"'47639'","'219'",3,"4.0",1,8,188.306666666667,84.2802257682996,6
"'34860'","'219'",3,"4.5",1,10,364.51,209.827400260309,10
"'119392'","'100'",2,"3.0",0,4,240.58,148.36027837666,3
"'96974'","'219'",4,"4.0",1,53,240.046451612903,253.76043944899,31
"'92963'","'219'",4,"4.5",0,10,560.001666666667,260.39815273389,6
"'21231'","'219'",3,"4.0",1,24,262.174285714286,143.353073897696,14
"'103935'","'219'",3,"4.5",1,26,468.166470588235,460.957357437517,17
"'62467'","'219'",3,"4.0",1,21,190.640555555556,225.760651439927,18
"'36904'","'55'",4,"3.5",1,2,133.96,0,1
"'81549'","'219'",4,"4.5",1,53,283.236444444444,220.174911550446,45
"'106318'","'219'",3,"5.0",1,3,383.66,180.54,2
"'66255'","'219'",3,"4.0",1,34,209.814516129032,424.630448278749,31
"'30304'","'219'",3,"4.0",0,28,305.83125,130.056361382047,8
"'55688'","'219'",5,"4.5",0,22,933.982307692308,771.158111964415,13
"'90442'","'219'",3,"4.0",1,18,283.859333333333,249.403527386621,15
"'25916'","'219'",3,"3.5",1,19,258.195,280.343623745931,12
"'85894'","'219'",4,"4.5",1,29,1218.98705882353,1218.16343825577,17
"'39114'","'219'",4,"4.0",1,21,159.745625,107.109182844467,16
"'29693'","'215'",4,"4.0",1,6,1109.78,827.78,2
"'22485'","'55'",5,"4.5",1,14,1194.3175,774.152874643471,4
"'123292'","'219'",2,"4.0",0,14,174.806,88.4663450358384,10
"'134309'","'219'",2,"3.5",1,8,152.341428571429,99.6881208610952,7
"'128836'","'219'",3,"5.0",1,19,407.156363636364,303.126878064217,11
"'92093'","'219'",3,"4.0",1,10,203.56,56.8384464953081,5
"'133826'","'219'",3,"4.0",0,43,637.65625,697.235908258535,24
"'89169'","'129'",4,"4.5",1,18,575.225555555556,293.964770266821,9
"'102248'","'219'",2,"3.5",1,4,129.35,5.61000000000024,2
"'127831'","'219'",3,"3.5",1,56,465.064516129032,320.635837147808,31
"'38227'","'219'",3,"4.0",1,11,178.267777777778,79.4897612942528,9
"'81034'","'219'",2,"4.0",0,5,97.2,14.44,2
"'124652'","'219'",4,"4.0",1,14,307.011,202.844728915986,10
"'100683'","'219'",3,"4.0",0,2,0,0,0
"'86174'","'56'",5,"4.5",0,10,1545,386.945991364859,6
"'12518'","'219'",3,"4.0",1,3,172.05,11.6299999999999,2
"'53917'","'219'",2,"3.5",1,28,164.08,90.0594034676067,17
"'70683'","'219'",4,"4.5",1,57,780.3876,562.995482179245,25
"'20547'","'219'",4,"4.0",1,8,203.972,62.124667371343,5
"'60084'","'219'",4,"4.5",1,91,420.183064516129,392.413147265813,62
"'28229'","'219'",2,"3.0",1,8,156.594,77.568548420091,5
"'16477'","'219'",4,"4.0",1,27,507.125,555.503282448191,14
"'9122'","'219'",5,"5.0",1,3,624.14,0,1
"'57619'","'219'",4,"4.5",1,6,186.225,51.0949999999999,2
"'4560'","'219'",3,"3.5",0,4,363.31,0,1
"'129778'","'219'",4,"4.0",0,18,285.426153846154,260.763224534869,13
"'70644'","'219'",4,"3.5",1,10,463.08125,177.791617310653,8
"'136135'","'219'",3,"4.5",1,14,175.701428571429,134.921245221962,7
"'52829'","'219'",4,"4.5",0,18,459.744444444444,344.460643748104,9
"'74108'","'219'",3,"4.0",1,10,110.056666666667,8.53940799405258,3
"'23306'","'219'",3,"4.5",0,3,1438.38,1111.94,2
"'40202'","'219'",3,"4.0",1,40,352.570454545455,292.867717151948,22
"'47270'","'219'",2,"3.0",0,2,55.74,0,1
"'137159'","'219'",3,"4.5",1,14,164.618571428571,70.5489541136551,7
"'121081'","'219'",3,"4.0",1,5,275.46,0,1
"'51436'","'219'",3,"4.0",0,15,338.448,144.017161394051,5
"'86672'","'219'",3,"4.5",1,8,481.302,426.373225632192,5
"'117232'","'100'",2,"4.0",1,26,231.023157894737,156.562233130022,19
"'56285'","'219'",3,"3.5",1,18,163.563571428571,92.7194591694402,14
"'132250'","'219'",3,"3.5",1,30,412.982307692308,177.189060052721,13
"'64015'","'219'",4,"4.0",1,37,400.701052631579,411.697050996108,19
"'92724'","'219'",3,"4.5",1,15,274.393333333333,179.976750844226,9
"'37055'","'219'",4,"4.0",1,13,578.276666666667,178.359313808453,3
"'20267'","'100'",3,"4.0",1,2,155.98,0,1
"'92995'","'219'",2,"3.5",0,14,65.74125,34.681202919413,8
"'57718'","'219'",3,"4.5",1,1,0,0,0
"'82858'","'100'",3,"4.0",1,19,245.665714285714,115.225961342689,14
"'112408'","'98'",4,"5.0",1,4,609.92,464.507615079308,3
"'104133'","'219'",4,"4.0",1,10,168.7225,116.92526852118,8
"'77089'","'219'",3,"3.5",1,375,245.714637096774,251.523084820159,248
"'81849'","'219'",4,"3.5",0,10,321.51,223.261042638433,5
"'124279'","'80'",4,"3.5",0,7,180.836,56.814215685865,5
"'124112'","'219'",4,"4.0",1,43,416.717,322.545947384762,30
"'137893'","'219'",3,"4.0",1,12,435.03,141.98342133268,6
"'14506'","'219'",2,"3.5",1,19,194.697333333333,193.464362177867,15
"'28877'","'100'",3,"4.0",1,9,253.078571428571,126.64044923986,7
"'58696'","'219'",0,"4.5",0,9,1095.182,1008.47939600966,5
"'137285'","'219'",2,"3.0",1,3,395.6,0,1
"'24397'","'219'",3,"3.5",0,6,105.482,55.8620223049613,5
"'52915'","'219'",4,"4.0",1,27,741.364117647059,764.378121336006,17
"'66507'","'219'",4,"4.0",1,18,276.106666666667,120.287028394586,9
"'23265'","'219'",3,"4.5",1,38,652.251666666667,430.450966600404,6
"'7487'","'219'",4,"4.0",1,16,737.91125,464.198084642685,8
"'86374'","'219'",3,"4.0",0,24,338.155833333333,244.727347315958,12
"'36156'","'219'",3,"4.5",0,14,587.066,338.948257561534,5
"'140027'","'80'",3,"4.0",0,6,254.612,87.0410986603455,5
"'2328'","'215'",4,"4.0",0,11,995.966,556.969336628149,5
"'69896'","'81'",4,"4.5",1,4,508.985,96.735,2
"'101543'","'219'",4,"4.5",1,43,263.191111111111,170.141053210724,36
"'134700'","'219'",3,"4.0",1,10,284.436666666667,86.0889076607562,3
"'107766'","'100'",3,"4.0",0,9,307.216,260.488058659125,5
"'128473'","'55'",3,"2.5",0,10,177.373333333333,68.3353814327215,6
"'40001'","'219'",3,"4.5",1,5,0,0,0
"'61680'","'219'",3,"4.5",1,6,241,95.2882765611803,4
"'105005'","'219'",2,"4.5",1,14,285.185,430.515476568497,10
"'91967'","'219'",3,"4.0",1,5,87.3,0,2
"'134406'","'205'",5,"4.5",1,16,3519.122,3174.48041831982,5
"'91720'","'219'",3,"4.0",1,5,752.415,212.735,2
"'61290'","'219'",5,"4.0",0,18,997.178,631.139920378992,10
"'72988'","'92'",4,"4.0",0,24,322.174,352.018110439411,15
"'58706'","'219'",2,"3.0",0,5,49.24,6.71000000000004,4
"'133797'","'219'",4,"4.0",1,20,282.905833333333,175.4787430839,12
"'104458'","'31'",4,"4.5",1,9,328.042,89.4563834279029,5
"'133509'","'219'",3,"4.0",1,72,248.384285714286,352.929142771388,56
"'131802'","'219'",2,"1.5",1,1,0,0,0
"'80067'","'100'",2,"2.0",0,11,108.626666666667,47.9166055651784,3
"'83472'","'219'",3,"4.0",0,15,335.434166666667,138.248426540674,12
"'136399'","'81'",5,"4.5",0,20,372.137142857143,286.086770114757,14
"'122762'","'55'",4,"4.5",1,38,484.685357142857,441.352553177503,28
"'118766'","'219'",4,"3.5",1,85,397.047,316.940230307966,30
"'101598'","'219'",3,"4.5",1,1,0,0,0
"'42282'","'219'",3,"4.5",1,5,206.22,47.76,2
"'65515'","'219'",3,"5.0",1,6,280.16,181.758206967388,4
"'99360'","'100'",3,"4.0",1,6,307.19,163.359659851099,3
"'140472'","'219'",2,"4.0",1,41,282.147741935484,254.058593073047,31
"'139809'","'219'",2,"3.5",1,10,152.366666666667,94.5967097149202,6
"'125975'","'219'",3,"5.0",1,1,159.84,0,1
"'9029'","'219'",2,"2.5",0,9,150.1,66.9608195141009,4
"'90626'","'219'",3,"4.0",1,10,215.844,68.1996171836763,5
"'37849'","'100'",3,"4.0",0,8,297.426,147.561400860794,5
"'54157'","'129'",4,"4.0",1,14,124.538,99.6506468418545,10
"'117805'","'73'",4,"4.0",1,7,182.87,119.45337898109,4
"'104494'","'81'",4,"4.0",1,21,268.83,101.138836259866,9
"'8197'","'215'",4,"4.5",0,21,1427.21,1020.70997693327,18
"'86916'","'219'",3,"4.0",0,10,361.327142857143,173.054093253632,7
"'1746'","'219'",2,"3.0",1,15,193.281818181818,68.0078397644089,11
"'93836'","'219'",2,"3.0",1,8,169.722857142857,79.1038965473864,7
"'85754'","'219'",2,"3.0",1,29,141.623636363636,75.8283880965586,22
"'24164'","'219'",3,"4.0",1,16,362.583333333333,222.945288555037,6
"'117044'","'219'",2,"4.0",1,2,117.01,26.81,2
"'64130'","'219'",3,"3.5",1,26,353.857,190.665449835569,20
"'120945'","'219'",3,"4.0",1,6,125.2925,53.4234926670841,4
"'95817'","'219'",0,"3.5",0,3,165.973333333333,41.0074792636119,3
"'58039'","'219'",4,"4.5",1,44,302.024444444444,218.534011461448,27
"'48216'","'100'",4,"5.0",0,6,616.073333333333,144.490961501249,3
"'81681'","'100'",3,"4.5",1,22,323.384375,223.55776767339,16
"'54529'","'219'",4,"4.5",1,22,225.041764705882,96.1233845720785,17
"'4690'","'219'",2,"0.0",0,1,0,0,0
"'26755'","'92'",3,"3.5",0,16,450.597777777778,384.380189505066,9
"'130835'","'219'",3,"4.5",1,9,179.027142857143,166.845355405562,7
"'41066'","'219'",4,"4.5",0,36,927.513913043478,608.819589774658,23
"'57845'","'219'",4,"4.0",1,20,257.336153846154,135.13758206068,13
"'57315'","'219'",5,"4.5",1,13,696.504545454545,467.187530506923,11
"'43964'","'219'",4,"4.5",0,7,2313.2,884.81,2
"'105573'","'219'",2,"4.0",1,10,414.31625,375.335833785475,8
"'101894'","'219'",2,"3.0",1,6,149.603333333333,58.039104250688,3
"'3390'","'219'",2,"3.5",1,3,148.56,0,1
"'31867'","'99'",4,"4.0",0,4,535.99,0,1
"'81193'","'219'",2,"3.5",1,13,134.151666666667,96.6905177902961,12
"'135071'","'219'",2,"2.5",1,1,78.18,0,1
"'89690'","'31'",4,"4.5",0,9,893.296666666667,486.745037593833,6
"'81752'","'219'",3,"3.5",0,32,206.027894736842,173.718737788201,19
"'111249'","'219'",3,"3.5",1,3,258.72,0,1
"'60671'","'219'",3,"4.0",1,27,252.188636363636,117.241049989694,22
"'1110'","'219'",2,"4.0",1,5,162.07,13.6075806078818,4
"'20101'","'100'",3,"4.0",1,3,445.68,88.2100000000001,2
"'132970'","'219'",2,"4.0",0,13,159.488,70.7533122616885,10
"'31148'","'100'",4,"4.5",1,19,178.053076923077,112.443275913791,13
"'123583'","'100'",3,"4.5",0,1,0,0,0
"'121287'","'219'",4,"4.0",1,73,1869.30866666667,1411.43561300952,30
"'86583'","'219'",3,"4.5",1,17,159.985,51.0419332859898,14
"'64488'","'219'",3,"4.0",1,9,318.231666666667,204.291753579423,6
"'82224'","'219'",3,"4.5",1,1,268.7,0,1
"'43718'","'219'",2,"3.5",1,28,118.540476190476,67.2701274872747,21
"'131743'","'219'",2,"3.0",1,0,0,0,0
"'32390'","'219'",4,"4.5",1,43,317.496285714286,273.249482175285,35
"'79828'","'219'",2,"4.0",1,3,243.72,0,1
"'31946'","'219'",3,"4.5",1,7,158.464,85.1066414799691,5
"'33528'","'219'",4,"4.5",1,29,324.839545454545,456.974184077645,22
"'4630'","'59'",3,"4.0",0,13,209.965,108.026317048208,12
"'111268'","'55'",4,"4.5",0,12,1124.32875,652.815732374717,8
"'16206'","'219'",4,"3.5",0,12,251.971666666667,128.876626587429,6
"'41654'","'219'",4,"4.5",1,13,177.483846153846,53.3685523273285,13
"'43823'","'219'",2,"3.0",1,5,97.384,53.1095006943202,5
"'28726'","'99'",2,"4.0",1,6,104.816666666667,1.89976021878774,3
"'208'","'219'",3,"4.0",1,19,274.369166666667,180.706317748732,12
"'19859'","'55'",2,"2.5",0,10,395.86,188,2
"'38571'","'219'",4,"3.5",1,50,226.458,167.685899889389,35
"'131978'","'219'",4,"3.5",1,152,353.713428571428,609.030205912612,105
"'4301'","'100'",2,"3.5",1,3,162.635,58.875,2
"'52231'","'132'",4,"4.0",1,10,372.0125,222.833594345085,4
"'32887'","'219'",4,"4.0",0,107,778.550338983051,778.810774491655,59
"'135613'","'219'",3,"4.5",1,3,0,0,0
"'64620'","'219'",3,"3.5",1,14,170.854,69.373146274333,5
"'23777'","'100'",4,"4.0",1,25,417.6755,250.344221252958,20
"'48913'","'219'",3,"4.0",1,14,789.445,526.030004053951,10
"'93297'","'219'",3,"3.0",0,54,309.198518518519,206.090499856589,27
"'7707'","'219'",2,"3.5",0,6,113.552,86.7415264795358,5
"'122129'","'219'",4,"4.5",1,36,232.698260869565,157.094407025567,23
"'3273'","'100'",4,"4.5",0,35,458.334166666667,388.009786924641,24
"'81767'","'219'",4,"4.5",0,62,417.093783783784,261.919462558177,37
"'71374'","'219'",3,"4.5",1,16,242.461538461538,103.323963401613,13
"'133007'","'31'",4,"4.5",0,22,254.85,185.098034889623,20
"'28915'","'219'",3,"5.0",1,7,505.8,466.02343635119,7
"'9392'","'219'",3,"3.5",1,11,130.239090909091,89.3627254462035,11
"'68305'","'219'",2,"4.0",1,6,166.1825,130.431872135418,4
"'114209'","'219'",4,"4.5",1,66,564.63475,616.466041331505,40
"'66906'","'219'",2,"3.5",1,7,107.866,36.2014483688153,5
"'99942'","'219'",4,"4.0",1,72,449.8575,279.36420612631,48
"'98509'","'219'",3,"4.0",0,64,162.638888888889,143.282682480352,45
"'105746'","'219'",2,"3.5",1,15,219.696666666667,127.041575959299,6
"'88782'","'219'",4,"4.5",1,15,287.340833333333,372.379232648169,12
"'64882'","'219'",4,"4.5",1,5,229.69,107.285330155929,3
"'5733'","'55'",4,"4.0",1,80,153.731034482759,108.530139190563,58
"'24939'","'219'",2,"2.0",1,3,68.9533333333333,7.01382602832114,3
"'66737'","'219'",4,"4.5",1,20,252.969285714286,170.732990931299,14
"'99314'","'219'",2,"3.5",0,1,0,0,0
"'101144'","'219'",3,"4.5",1,17,104.233076923077,73.5331494460534,13
"'93584'","'100'",2,"4.0",1,0,0,0,0
"'73278'","'129'",4,"4.5",1,10,398.445,155.765564952592,8
"'46883'","'100'",3,"4.5",0,14,415.268571428571,199.756808675562,7
"'128614'","'219'",3,"5.0",1,5,152.16,39.74,2
"'88924'","'219'",3,"3.5",1,9,237.26,156.579793715537,4
"'11164'","'219'",3,"4.5",0,19,544.604,502.825479966956,5
"'63562'","'219'",4,"4.5",1,24,486.29,290.39058314014,17
"'55843'","'219'",3,"4.0",1,8,225.87625,178.269883739339,8
"'63915'","'219'",3,"4.5",1,12,260.319,98.3652256084436,10
"'62417'","'219'",4,"4.5",1,36,374.109642857143,312.824684350769,28
