prop_id,prop_country_id,prop_starrating,prop_review_score,prop_brand_bool,count_clicks,avg_bookings_usd,stdev_bookings_usd,count_bookings
'135164','181',4,3.5,1,7,1052.943333,895.9707319,3
'131865','219',4,4,1,18,200.3641667,133.5159944,12
'131016','219',2,4,1,8,414.17875,809.3446829,8
'106319','219',2,4.5,1,6,138.776,68.21270134,5
'88096','219',4,4,1,100,219.3192105,297.4508736,76
'14771','99',3,4,1,3,0,0,0
'101128','219',4,4.5,1,5,456.2975,105.8527445,4
'84311','219',2,3,1,14,144.515,74.16560524,8
'132416','219',3,3,0,27,202.0273684,254.4398948,19
'1437','219',3,3,1,4,0,0,0
'3323','219',3,4.5,1,22,434.0776471,357.9785087,17
'83561','219',3,4.5,0,7,227.55,0,1
'113431','219',4,4,0,20,374.7583333,196.8608559,12
'65860','219',3,4.5,1,28,558.0364286,458.0021797,14
'101103','99',4,4,1,20,435.4953846,224.800689,13
'56751','219',2,3,0,27,384.2833333,306.3716219,12
'8468','219',3,4,1,10,179.14,157.6078644,9
'124497','219',2,2.5,0,6,52.34,1.93,2
'18389','219',4,4,1,5,223.235,17.84177331,4
'111106','219',3,2.5,1,9,186.942,86.34269729,5
'11522','219',4,4.5,1,34,522.3220833,464.9586061,24
'9301','219',4,4,1,4,140.4575,28.40427642,4
'24523','219',3,4.5,1,9,282.2111111,291.905672,9
'110836','100',3,4,0,16,187.7307692,73.85700357,13
'12283','219',4,3.5,0,25,500.9125,489.8335392,12
'68528','219',4,4,0,52,128.6935714,97.90849433,42
'24525','219',3,3.5,1,23,388.4938462,316.6878661,13
'133977','32',4,4,1,10,948.68625,1501.244448,8
'59632','219',5,4.5,1,8,1232.7,164.9179153,4
'59878','219',3,0,1,3,309.09,0,1
'2671','100',4,4.5,0,13,523.5075,231.6867837,8
'107223','129',4,3.5,1,28,309.5,516.1023899,20
'47857','219',4,4.5,0,1,122.36,0,1
'109189','219',2,4,1,2,256.71,11.21,2
'26080','219',2,3,0,12,165.7,122.9645419,10
'81755','99',3,3.5,1,6,696.004,803.6169295,5
'10827','219',0,4,1,5,160.29,46.75945359,4
'67489','219',3,3,0,22,387.2666667,327.5313629,3
'74617','55',4,4.5,1,7,559.2725,173.0760653,4
'56913','100',3,4,1,5,328.36,0,1
'458','59',4,4,1,25,263.4042857,171.1818852,21
'123039','219',3,4.5,0,9,374.9516667,275.6756899,6
'119207','219',3,3.5,0,14,331.67,197.1114921,7
'124088','31',4,4,0,6,720.5933333,472.8439211,3
'23435','219',4,4,1,13,305.9172727,245.4297889,11
'64544','219',3,3,0,10,324.7316667,142.7497601,6
'112465','219',3,4.5,1,16,318.63,116.2555803,10
'127058','219',4,4.5,1,14,276.2644444,120.0406489,9
'117835','100',3,4.5,1,6,418.872,145.5689696,5
'51979','219',4,4.5,1,90,347.4916438,254.1486305,73
'136799','219',3,4,1,8,169.6875,94.95129735,4
'114024','219',3,4,0,36,539.535,374.6491529,14
'64967','219',3,4.5,1,6,268.798,135.6912487,5
'119616','219',5,4.5,1,21,1169.035,752.28248,12
'35676','219',3,4.5,1,26,823.2053333,426.6293849,15
'39486','219',3,4.5,1,42,226.6073529,162.1958181,34
'73471','81',5,4,1,25,376.2435294,252.3117491,17
'124207','219',3,4.5,1,7,137.7266667,56.36151484,6
'67570','219',3,4,1,4,117.265,5.635,2
'13959','31',4,3.5,0,7,678.9071429,358.3831575,7
'117931','219',3,2.5,0,27,171.31,85.57192829,9
'12167','100',2,3,0,1,116.38,0,1
'39417','219',4,4.5,0,24,383.560625,229.6753244,16
'68065','31',4,4.5,0,10,354.58,190.5469262,7
'98984','219',2,3.5,1,9,323.7766667,127.9400007,6
'97574','219',2,2.5,1,23,504.01,320.8587776,12
'84407','98',4,4,0,8,489.4425,173.6436086,4
'121350','219',4,4.5,1,44,908.3580769,803.0493821,26
'41552','219',2,3,1,2,276.12,0,1
'58015','100',4,4.5,0,18,573.2008333,240.6340116,12
'120560','215',4,4,1,24,418.76,436.8101115,16
'121665','219',3,4,1,53,508.9523684,469.1754655,38
'87256','219',3,4,0,8,133.61,98.27782558,4
'40230','100',3,4.5,0,10,534.0366667,148.7795184,6
'91528','219',2,3,1,3,81.94333333,6.510096432,3
'109393','55',4,4,1,7,514.882,331.6354246,5
'23097','100',4,4,1,52,324.972381,274.6432136,42
'43901','219',4,4.5,0,10,908.894,622.5212927,5
'77356','219',4,4.5,0,11,309.526,151.2913237,5
'118765','219',4,4.5,1,22,369.9606667,210.3166053,15
'126505','219',2,3,1,8,110.588,47.51377501,5
'83133','55',4,4.5,1,18,751.14,455.2858114,14
'124365','219',2,3.5,1,11,124.32,44.42383623,8
'48900','219',2,3.5,1,15,222.128,133.7818494,10
'58845','219',4,4.5,1,24,314.3864286,186.1399086,14
'112890','219',3,3.5,0,5,580.12,51.2,2
'70434','56',5,4.5,1,5,2095.793333,375.3687809,3
'120307','219',3,5,1,15,215.3657143,136.3864785,14
'69670','219',4,4.5,1,33,438.2681818,242.5101496,22
'14632','219',0,4,0,1,0,0,0
'124166','219',4,4,0,75,486.220625,404.8195977,48
'133732','219',3,4.5,1,3,210.85,0,1
'69285','219',3,4.5,1,11,198.6755556,67.39377058,9
'87027','219',2,3,1,14,149.9,104.1833013,10
'15224','100',2,4,0,1,0,0,0
'47639','219',3,4,1,8,188.3066667,84.28022577,6
'34860','219',3,4.5,1,10,364.51,209.8274003,10
'119392','100',2,3,0,4,240.58,148.3602784,3
'96974','219',4,4,1,53,240.0464516,253.7604394,31
'92963','219',4,4.5,0,10,560.0016667,260.3981527,6
'21231','219',3,4,1,24,262.1742857,143.3530739,14
'103935','219',3,4.5,1,26,468.1664706,460.9573574,17
'62467','219',3,4,1,21,190.6405556,225.7606514,18
'36904','55',4,3.5,1,2,133.96,0,1
'81549','219',4,4.5,1,53,283.2364444,220.1749116,45
'106318','219',3,5,1,3,383.66,180.54,2
'66255','219',3,4,1,34,209.8145161,424.6304483,31
'30304','219',3,4,0,28,305.83125,130.0563614,8
'55688','219',5,4.5,0,22,933.9823077,771.158112,13
'90442','219',3,4,1,18,283.8593333,249.4035274,15
'25916','219',3,3.5,1,19,258.195,280.3436237,12
'85894','219',4,4.5,1,29,1218.987059,1218.163438,17
'39114','219',4,4,1,21,159.745625,107.1091828,16
'29693','215',4,4,1,6,1109.78,827.78,2
'22485','55',5,4.5,1,14,1194.3175,774.1528746,4
'123292','219',2,4,0,14,174.806,88.46634504,10
'134309','219',2,3.5,1,8,152.3414286,99.68812086,7
'128836','219',3,5,1,19,407.1563636,303.1268781,11
'92093','219',3,4,1,10,203.56,56.8384465,5
'133826','219',3,4,0,43,637.65625,697.2359083,24
'89169','129',4,4.5,1,18,575.2255556,293.9647703,9
'102248','219',2,3.5,1,4,129.35,5.61,2
'127831','219',3,3.5,1,56,465.0645161,320.6358371,31
'38227','219',3,4,1,11,178.2677778,79.48976129,9
'81034','219',2,4,0,5,97.2,14.44,2
'124652','219',4,4,1,14,307.011,202.8447289,10
'100683','219',3,4,0,2,0,0,0
'86174','56',5,4.5,0,10,1545,386.9459914,6
'12518','219',3,4,1,3,172.05,11.63,2
'53917','219',2,3.5,1,28,164.08,90.05940347,17
'70683','219',4,4.5,1,57,780.3876,562.9954822,25
'20547','219',4,4,1,8,203.972,62.12466737,5
'60084','219',4,4.5,1,91,420.1830645,392.4131473,62
'28229','219',2,3,1,8,156.594,77.56854842,5
'16477','219',4,4,1,27,507.125,555.5032824,14
'9122','219',5,5,1,3,624.14,0,1
'57619','219',4,4.5,1,6,186.225,51.095,2
'4560','219',3,3.5,0,4,363.31,0,1
'129778','219',4,4,0,18,285.4261538,260.7632245,13
'70644','219',4,3.5,1,10,463.08125,177.7916173,8
'136135','219',3,4.5,1,14,175.7014286,134.9212452,7
'52829','219',4,4.5,0,18,459.7444444,344.4606437,9
'74108','219',3,4,1,10,110.0566667,8.539407994,3
'23306','219',3,4.5,0,3,1438.38,1111.94,2
'40202','219',3,4,1,40,352.5704545,292.8677172,22
'47270','219',2,3,0,2,55.74,0,1
'137159','219',3,4.5,1,14,164.6185714,70.54895411,7
'121081','219',3,4,1,5,275.46,0,1
'51436','219',3,4,0,15,338.448,144.0171614,5
'86672','219',3,4.5,1,8,481.302,426.3732256,5
'117232','100',2,4,1,26,231.0231579,156.5622331,19
'56285','219',3,3.5,1,18,163.5635714,92.71945917,14
'132250','219',3,3.5,1,30,412.9823077,177.1890601,13
'64015','219',4,4,1,37,400.7010526,411.697051,19
'92724','219',3,4.5,1,15,274.3933333,179.9767508,9
'37055','219',4,4,1,13,578.2766667,178.3593138,3
'20267','100',3,4,1,2,155.98,0,1
'92995','219',2,3.5,0,14,65.74125,34.68120292,8
'57718','219',3,4.5,1,1,0,0,0
'82858','100',3,4,1,19,245.6657143,115.2259613,14
'112408','98',4,5,1,4,609.92,464.5076151,3
'104133','219',4,4,1,10,168.7225,116.9252685,8
'77089','219',3,3.5,1,375,245.7146371,251.5230848,248
'81849','219',4,3.5,0,10,321.51,223.2610426,5
'124279','80',4,3.5,0,7,180.836,56.81421569,5
'124112','219',4,4,1,43,416.717,322.5459474,30
'137893','219',3,4,1,12,435.03,141.9834213,6
'14506','219',2,3.5,1,19,194.6973333,193.4643622,15
'28877','100',3,4,1,9,253.0785714,126.6404492,7
'58696','219',0,4.5,0,9,1095.182,1008.479396,5
'137285','219',2,3,1,3,395.6,0,1
'24397','219',3,3.5,0,6,105.482,55.8620223,5
'52915','219',4,4,1,27,741.3641176,764.3781213,17
'66507','219',4,4,1,18,276.1066667,120.2870284,9
'23265','219',3,4.5,1,38,652.2516667,430.4509666,6
'7487','219',4,4,1,16,737.91125,464.1980846,8
'86374','219',3,4,0,24,338.1558333,244.7273473,12
'36156','219',3,4.5,0,14,587.066,338.9482576,5
'140027','80',3,4,0,6,254.612,87.04109866,5
'2328','215',4,4,0,11,995.966,556.9693366,5
'69896','81',4,4.5,1,4,508.985,96.735,2
'101543','219',4,4.5,1,43,263.1911111,170.1410532,36
'134700','219',3,4,1,10,284.4366667,86.08890766,3
'107766','100',3,4,0,9,307.216,260.4880587,5
'128473','55',3,2.5,0,10,177.3733333,68.33538143,6
'40001','219',3,4.5,1,5,0,0,0
'61680','219',3,4.5,1,6,241,95.28827656,4
'105005','219',2,4.5,1,14,285.185,430.5154766,10
'91967','219',3,4,1,5,87.3,0,2
'134406','205',5,4.5,1,16,3519.122,3174.480418,5
'91720','219',3,4,1,5,752.415,212.735,2
'61290','219',5,4,0,18,997.178,631.1399204,10
'72988','92',4,4,0,24,322.174,352.0181104,15
'58706','219',2,3,0,5,49.24,6.71,4
'133797','219',4,4,1,20,282.9058333,175.4787431,12
'104458','31',4,4.5,1,9,328.042,89.45638343,5
'133509','219',3,4,1,72,248.3842857,352.9291428,56
'131802','219',2,1.5,1,1,0,0,0
'80067','100',2,2,0,11,108.6266667,47.91660557,3
'83472','219',3,4,0,15,335.4341667,138.2484265,12
'136399','81',5,4.5,0,20,372.1371429,286.0867701,14
'122762','55',4,4.5,1,38,484.6853571,441.3525532,28
'118766','219',4,3.5,1,85,397.047,316.9402303,30
'101598','219',3,4.5,1,1,0,0,0
'42282','219',3,4.5,1,5,206.22,47.76,2
'65515','219',3,5,1,6,280.16,181.758207,4
'99360','100',3,4,1,6,307.19,163.3596599,3
'140472','219',2,4,1,41,282.1477419,254.0585931,31
'139809','219',2,3.5,1,10,152.3666667,94.59670971,6
'125975','219',3,5,1,1,159.84,0,1
'9029','219',2,2.5,0,9,150.1,66.96081951,4
'90626','219',3,4,1,10,215.844,68.19961718,5
'37849','100',3,4,0,8,297.426,147.5614009,5
'54157','129',4,4,1,14,124.538,99.65064684,10
'117805','73',4,4,1,7,182.87,119.453379,4
'104494','81',4,4,1,21,268.83,101.1388363,9
'8197','215',4,4.5,0,21,1427.21,1020.709977,18
'86916','219',3,4,0,10,361.3271429,173.0540933,7
'1746','219',2,3,1,15,193.2818182,68.00783976,11
'93836','219',2,3,1,8,169.7228571,79.10389655,7
'85754','219',2,3,1,29,141.6236364,75.8283881,22
'24164','219',3,4,1,16,362.5833333,222.9452886,6
'117044','219',2,4,1,2,117.01,26.81,2
'64130','219',3,3.5,1,26,353.857,190.6654498,20
'120945','219',3,4,1,6,125.2925,53.42349267,4
'95817','219',0,3.5,0,3,165.9733333,41.00747926,3
'58039','219',4,4.5,1,44,302.0244444,218.5340115,27
'48216','100',4,5,0,6,616.0733333,144.4909615,3
'81681','100',3,4.5,1,22,323.384375,223.5577677,16
'54529','219',4,4.5,1,22,225.0417647,96.12338457,17
'4690','219',2,0,0,1,0,0,0
'26755','92',3,3.5,0,16,450.5977778,384.3801895,9
'130835','219',3,4.5,1,9,179.0271429,166.8453554,7
'41066','219',4,4.5,0,36,927.513913,608.8195898,23
'57845','219',4,4,1,20,257.3361538,135.1375821,13
'57315','219',5,4.5,1,13,696.5045455,467.1875305,11
'43964','219',4,4.5,0,7,2313.2,884.81,2
'105573','219',2,4,1,10,414.31625,375.3358338,8
'101894','219',2,3,1,6,149.6033333,58.03910425,3
'3390','219',2,3.5,1,3,148.56,0,1
'31867','99',4,4,0,4,535.99,0,1
'81193','219',2,3.5,1,13,134.1516667,96.69051779,12
'135071','219',2,2.5,1,1,78.18,0,1
'89690','31',4,4.5,0,9,893.2966667,486.7450376,6
'81752','219',3,3.5,0,32,206.0278947,173.7187378,19
'111249','219',3,3.5,1,3,258.72,0,1
'60671','219',3,4,1,27,252.1886364,117.24105,22
'1110','219',2,4,1,5,162.07,13.60758061,4
'20101','100',3,4,1,3,445.68,88.21,2
'132970','219',2,4,0,13,159.488,70.75331226,10
'31148','100',4,4.5,1,19,178.0530769,112.4432759,13
'123583','100',3,4.5,0,1,0,0,0
'121287','219',4,4,1,73,1869.308667,1411.435613,30
'86583','219',3,4.5,1,17,159.985,51.04193329,14
'64488','219',3,4,1,9,318.2316667,204.2917536,6
'82224','219',3,4.5,1,1,268.7,0,1
'43718','219',2,3.5,1,28,118.5404762,67.27012749,21
'131743','219',2,3,1,0,0,0,0
'32390','219',4,4.5,1,43,317.4962857,273.2494822,35
'79828','219',2,4,1,3,243.72,0,1
'31946','219',3,4.5,1,7,158.464,85.10664148,5
'33528','219',4,4.5,1,29,324.8395455,456.9741841,22
'4630','59',3,4,0,13,209.965,108.026317,12
'111268','55',4,4.5,0,12,1124.32875,652.8157324,8
'16206','219',4,3.5,0,12,251.9716667,128.8766266,6
'41654','219',4,4.5,1,13,177.4838462,53.36855233,13
'43823','219',2,3,1,5,97.384,53.10950069,5
'28726','99',2,4,1,6,104.8166667,1.899760219,3
'208','219',3,4,1,19,274.3691667,180.7063177,12
'19859','55',2,2.5,0,10,395.86,188,2
'38571','219',4,3.5,1,50,226.458,167.6858999,35
'131978','219',4,3.5,1,152,353.7134286,609.0302059,105
'4301','100',2,3.5,1,3,162.635,58.875,2
'52231','132',4,4,1,10,372.0125,222.8335943,4
'32887','219',4,4,0,107,778.550339,778.8107745,59
'135613','219',3,4.5,1,3,0,0,0
'64620','219',3,3.5,1,14,170.854,69.37314627,5
'23777','100',4,4,1,25,417.6755,250.3442213,20
'48913','219',3,4,1,14,789.445,526.0300041,10
'93297','219',3,3,0,54,309.1985185,206.0904999,27
'7707','219',2,3.5,0,6,113.552,86.74152648,5
'122129','219',4,4.5,1,36,232.6982609,157.094407,23
'3273','100',4,4.5,0,35,458.3341667,388.0097869,24
'81767','219',4,4.5,0,62,417.0937838,261.9194626,37
'71374','219',3,4.5,1,16,242.4615385,103.3239634,13
'133007','31',4,4.5,0,22,254.85,185.0980349,20
'28915','219',3,5,1,7,505.8,466.0234364,7
'9392','219',3,3.5,1,11,130.2390909,89.36272545,11
'68305','219',2,4,1,6,166.1825,130.4318721,4
'114209','219',4,4.5,1,66,564.63475,616.4660413,40
'66906','219',2,3.5,1,7,107.866,36.20144837,5
'99942','219',4,4,1,72,449.8575,279.3642061,48
'98509','219',3,4,0,64,162.6388889,143.2826825,45
'105746','219',2,3.5,1,15,219.6966667,127.041576,6
'88782','219',4,4.5,1,15,287.3408333,372.3792326,12
'64882','219',4,4.5,1,5,229.69,107.2853302,3
'5733','55',4,4,1,80,153.7310345,108.5301392,58
'24939','219',2,2,1,3,68.95333333,7.013826028,3
'66737','219',4,4.5,1,20,252.9692857,170.7329909,14
'99314','219',2,3.5,0,1,0,0,0
'101144','219',3,4.5,1,17,104.2330769,73.53314945,13
'93584','100',2,4,1,0,0,0,0
'73278','129',4,4.5,1,10,398.445,155.765565,8
'46883','100',3,4.5,0,14,415.2685714,199.7568087,7
'128614','219',3,5,1,5,152.16,39.74,2
'88924','219',3,3.5,1,9,237.26,156.5797937,4
'11164','219',3,4.5,0,19,544.604,502.82548,5
'63562','219',4,4.5,1,24,486.29,290.3905831,17
'55843','219',3,4,1,8,225.87625,178.2698837,8
'63915','219',3,4.5,1,12,260.319,98.36522561,10
'62417','219',4,4.5,1,36,374.1096429,312.8246844,28
'16188','215',5,4.5,1,23,188.2,164.5173962,19
'120068','219',2,3,1,13,149.87875,65.01695364,8
'52463','100',4,4.5,0,14,593.255,379.8927838,6
'73379','219',2,4.5,1,31,188.1613636,169.8127264,22
'60203','219',2,4,1,2,113.76,30.52,2
'42098','219',3,4.5,1,11,282.987,165.6612338,10
'125573','219',1,0,0,9,203.435,84.255,2
'48898','219',2,3,1,8,161.57,76.60662417,3
'39703','219',3,4.5,1,10,205.106,164.0838807,5
'120653','219',3,4,1,13,202.2063636,153.6294601,11
'50760','219',3,4,1,8,235.2533333,96.25112028,3
'49197','219',3,3.5,1,14,138.1372727,77.56164845,11
'83789','100',3,3.5,1,15,320.8175,285.6447735,8
'74410','100',3,5,1,16,340.4892308,213.9522634,13
'39580','219',3,4.5,1,4,298.8633333,235.2865082,3
'52038','219',0,2.5,1,2,111.04,0,1
'60429','219',2,3.5,1,11,72.39,28.7816463,11
'59154','219',0,3.5,0,11,388,152.9248181,5
'29956','219',3,4,0,7,145.756,72.48256855,5
'70521','219',4,4,1,29,592.943125,431.1426838,16
'13992','219',4,4.5,1,16,227.42,113.1421936,11
'88345','219',5,5,1,12,2333.555714,1269.782263,7
'104679','219',4,4,0,18,355.8385714,179.1409693,7
'15052','215',4,4.5,0,9,501.0328571,499.0780808,7
'98577','219',4,4,1,28,236.9164706,145.4637409,17
'130175','219',3,4,1,19,365.4641667,734.1799006,12
'81641','55',5,4.5,1,23,1191.406,1067.030307,20
'60785','219',3,3.5,0,14,341.124,308.5888147,5
'48671','219',3,4.5,1,73,469.5545763,327.8767331,59
'138896','219',2,4,1,2,130.29,43.03,2
'18989','219',5,4.5,0,8,483.64,536.7949445,6
'134686','219',4,4,1,72,959.2051111,966.6554077,45
'11957','219',2,3,1,27,120.5486667,92.06798458,15
'109140','2',5,4.5,1,19,551.2261538,402.0761547,13
'90478','219',3,4.5,1,5,454.2933333,329.3770287,3
'52569','219',3,4.5,1,7,361.086,243.2427381,5
'38363','219',3,3.5,0,52,157.941,122.7650505,40
'60758','219',3,4.5,1,12,284.9225,182.031131,8
'47375','219',3,4.5,1,15,126.1255556,34.01563925,9
'10949','99',4,4,1,11,1070.412,405.3415732,5
'113173','219',2,2,0,3,106.38,35.46,2
'82267','219',3,4.5,1,38,205.8518519,125.5667867,27
'130770','219',3,4,1,8,372.08,60.7,2
'77429','219',2,2,1,4,225.0933333,104.7243672,3
'26521','219',4,4,1,9,212.868,125.2660002,5
'135145','219',2,4,0,13,178.9277778,127.7613509,9
'2951','31',4,4,1,37,151.22,101.7347124,27
'126728','219',2,3,1,4,161.7833333,70.62192499,3
'135332','129',4,4.5,0,9,532.7228571,385.4917079,7
'30566','219',4,4.5,1,15,176.5258333,119.4494684,12
'72090','219',3,4,1,5,117.8166667,37.90772158,3
'98224','219',3,4.5,1,9,505.0975,476.7476077,8
'53235','100',4,4.5,0,52,299.73825,185.505448,40
'41585','219',4,4,1,114,958.410566,659.2852095,53
'34425','219',2,4,1,2,118.35,0,1
'135726','219',4,5,1,6,0,0,0
'5902','98',4,4,0,19,190.2307692,108.0088781,13
'97247','219',2,3.5,1,23,148.552,83.38223465,15
'132926','219',3,5,1,8,224.8828571,164.7394806,7
'138936','219',2,3.5,0,6,354.83,0,1
'7156','219',3,4,1,55,173.1766667,104.045636,45
'80605','219',3,4.5,1,3,118.095,28.385,2
'99529','219',3,4.5,1,7,254.766,123.7091679,5
'30125','219',4,4,1,19,301.0277778,306.7077087,18
'109727','55',3,4,1,16,416.0672727,363.5256295,11
'49682','219',3,4.5,1,9,414.1022222,359.3405493,9
'28731','219',3,4,1,23,221.2375,80.97989654,16
'67983','219',3,4,1,17,94.848125,55.07045671,16
'139776','219',2,3.5,1,19,243.4514286,163.4365887,14
'59117','219',3,3,1,7,325.08,246.4734779,7
'74447','219',3,3.5,1,24,453.649,368.1311612,10
'90534','219',4,4.5,1,15,385.12,243.53991,11
'94241','100',3,3.5,0,71,221.5933333,149.720835,48
'89962','219',2,3,1,14,131.8833333,62.30996407,6
'64175','219',4,4.5,1,7,447.775,353.1751345,4
'16458','219',3,4.5,1,7,169.7566667,57.28520276,6
'79423','219',3,0,1,9,475.39,192.9015382,6
'99723','219',4,3.5,1,133,174.3747475,102.4021613,99
'83997','219',3,4,1,10,534.1483333,348.5684042,6
'5717','100',2,4.5,1,2,214.395,59.525,2
'123697','31',4,4,1,21,265.6817647,109.3445434,17
'10538','219',3,3.5,1,25,151.7936842,103.8622399,19
'83616','219',3,5,1,8,975.492,1075.096431,5
'107485','219',4,4,1,38,665.7778261,438.5766112,23
'70918','219',3,3.5,0,21,103.4847059,48.607885,17
'129926','219',3,5,1,6,723.2666667,509.664935,3
'132972','220',5,4.5,1,33,478.5258824,236.4912414,17
'107255','219',3,4,1,17,524.9975,389.3236823,8
'64264','219',3,4.5,1,11,231.705,169.6193026,8
'38161','219',4,4,1,114,499.5536111,413.550889,72
'83626','219',2,2.5,1,4,255.0466667,167.8522091,3
'121281','219',3,3.5,1,7,206.23,75.25349108,5
'105434','219',3,4.5,1,5,471.1533333,356.340288,3
'124564','219',3,3,1,16,146.05375,104.248747,8
'92711','219',2,3.5,1,27,271.5531579,160.5660091,19
'129362','215',4,4,0,40,148.5772973,110.8492227,37
'121066','219',4,4,1,11,400.76125,424.6223122,8
'94627','100',3,4,1,9,216.7442857,122.7102647,7
'138176','219',3,4,1,11,188.3014286,166.171236,7
'124708','55',3,4,1,29,240.6529412,154.8514267,17
'59620','219',4,4.5,0,11,290.007,247.623947,10
'86829','219',3,4.5,1,4,143.205,8.775,2
'118722','100',3,4.5,0,16,348.589,148.2996762,10
'72700','219',3,4.5,1,20,271.9942857,239.1434321,14
'13097','81',4,4,1,7,298.8033333,25.36098097,3
'115848','219',3,4.5,1,2,148.69,0,1
'91254','219',4,4.5,0,22,490.99625,296.1798642,8
'113788','219',4,4,0,33,685.1594444,368.7788405,18
'67610','219',4,4.5,1,6,481.974,268.4295428,5
'19974','219',0,4.5,1,8,189.8057143,141.5190756,7
